publication,pages,note,chapter,venue
http://localhost/publications/articles/Journal6/1962/Article169,4,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article170,131,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article171,19,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article172,175,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article173,143,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article174,56,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article175,81,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article176,29,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article177,178,orchardists interspersions consigning livener bunches subbing shaggiest squints leafing,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article178,27,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article179,95,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article180,169,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article181,166,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article182,69,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article183,55,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article184,42,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article185,95,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article186,200,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article187,50,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article188,,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article189,62,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article190,51,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article191,192,disregards incessantly overstimulate tzar bits municipalities buckhound villainess,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article192,111,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article193,158,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article194,125,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article195,116,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article196,143,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article197,110,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article198,109,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article199,80,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article200,77,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article201,150,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article202,164,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article203,106,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article204,98,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article205,42,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article206,142,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article207,186,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article208,63,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article257,122,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article264,196,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article271,56,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal6/1962/Article278,26,,,http://localhost/publications/journals/Journal6/1962
http://localhost/publications/articles/Journal7/1962/Article209,17,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article210,117,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article211,112,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article212,30,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article213,99,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article214,130,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article215,200,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article216,149,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article217,122,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article218,173,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article219,137,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article220,105,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article221,100,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article222,99,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article223,28,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article224,186,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article225,160,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article226,16,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article227,197,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article228,167,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article229,145,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article230,19,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article231,,darkie malnourishment pennons invokers predesignating livered tunning reenactments illustrations sorbitols,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article232,91,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article233,29,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article234,165,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article235,185,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article236,24,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article237,11,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article238,178,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article239,,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article240,93,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article241,198,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article242,17,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article243,67,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article244,102,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article245,129,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article246,119,masticates langur rebounding stuccoed correality circumscribing skivvies raisins pinna strafing,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article247,112,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article248,113,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article249,147,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article250,51,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article251,107,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article258,196,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article265,,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article272,123,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal7/1962/Article279,181,,,http://localhost/publications/journals/Journal7/1962
http://localhost/publications/articles/Journal1/1963/Article1,,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article2,35,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article3,74,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article4,90,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article5,152,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article6,176,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article7,,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article8,63,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article9,,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article10,45,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article11,91,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article12,174,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article13,200,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article14,32,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article15,64,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article16,152,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article17,113,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article18,117,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article19,95,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article20,85,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article21,64,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article22,65,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article23,11,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article24,34,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article25,60,backwoodsman makings uncanniest finned mangels inferiors comparts commentators wolds wasted,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article26,96,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article27,182,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article28,14,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article29,123,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article30,85,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article31,3,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article32,147,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article33,12,stinkbugs preservers resettings bulking overpowered veals defused voyaging lingers remanufacture,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal1/1963/Article34,100,,,http://localhost/publications/journals/Journal1/1963
http://localhost/publications/articles/Journal2/1963/Article35,123,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article36,67,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article37,168,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article38,188,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article39,14,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article40,169,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article41,167,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article42,6,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article43,32,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article44,99,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article45,85,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article46,26,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article47,10,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article48,37,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article49,160,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article50,24,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article51,50,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article52,193,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article53,53,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article54,171,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article55,113,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article56,13,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article57,67,brushed splines photosensitized extractive overhangs miscarry existences pertaining torrential,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article58,133,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article59,123,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article60,,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article61,,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article62,190,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article63,40,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article64,167,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article65,93,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article66,,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article67,,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article68,83,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article69,55,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal2/1963/Article70,195,,,http://localhost/publications/journals/Journal2/1963
http://localhost/publications/articles/Journal3/1963/Article71,103,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article72,131,fustiest directories wedlocks cratering cindering tyre pluckily entrails colporteur,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article73,,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article74,17,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article75,14,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article76,3,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article77,53,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article78,69,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article79,156,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article80,51,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article81,109,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article82,165,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article83,180,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article84,110,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article85,30,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article86,152,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article87,39,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article88,175,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article89,80,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article90,86,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article91,160,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article92,133,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article93,178,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article94,173,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article95,15,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article96,55,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article97,102,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article98,185,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article99,121,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article100,54,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article101,28,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article102,88,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article103,98,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article104,149,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article105,153,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article106,78,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article107,56,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article108,8,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal3/1963/Article109,200,,,http://localhost/publications/journals/Journal3/1963
http://localhost/publications/articles/Journal4/1963/Article110,102,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article111,159,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article112,182,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article113,27,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article114,183,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article115,161,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article116,198,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article117,3,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article118,42,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article119,66,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article120,124,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article121,118,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article122,50,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article123,28,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article124,38,cupbearers reweighs tarantulae rebutter jimjams warmakers worshipper witting centiliters rectifiers,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article125,134,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article126,23,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article127,161,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article128,55,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article129,179,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article130,166,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article131,115,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article132,153,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article133,143,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article134,14,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article135,70,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article136,179,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article137,70,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article138,,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article139,178,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article140,161,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article141,75,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article142,160,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal4/1963/Article143,7,,,http://localhost/publications/journals/Journal4/1963
http://localhost/publications/articles/Journal5/1963/Article144,62,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article145,69,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article146,125,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article147,73,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article148,21,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article149,74,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article150,165,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article151,53,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article152,43,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article153,200,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article154,67,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article155,17,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article156,99,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article157,41,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article158,165,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article159,98,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article160,133,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article161,,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article162,33,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article163,70,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article164,199,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article165,,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article166,122,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article167,167,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article168,3,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article169,73,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article170,22,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article171,196,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article172,143,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article173,160,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article174,87,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article175,195,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article176,158,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article177,,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article178,148,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article179,76,phonographs honeyful reinvestigate foreshadowing conceives quadricentennials hebraizing coffered erotogenic savages,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article180,157,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article181,28,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article182,1,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article183,162,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal5/1963/Article184,10,,,http://localhost/publications/journals/Journal5/1963
http://localhost/publications/articles/Journal6/1963/Article185,18,,,http://localhost/publications/journals/Journal6/1963
http://localhost/publications/articles/Journal6/1963/Article186,65,,,http://localhost/publications/journals/Journal6/1963
http://localhost/publications/articles/Journal6/1963/Article187,69,,,http://localhost/publications/journals/Journal6/1963
http://localhost/publications/articles/Journal6/1963/Article188,139,,,http://localhost/publications/journals/Journal6/1963
http://localhost/publications/articles/Journal6/1963/Article189,,,,http://localhost/publications/journals/Journal6/1963
http://localhost/publications/articles/Journal6/1963/Article190,130,,,http://localhost/publications/journals/Journal6/1963
http://localhost/publications/articles/Journal6/1963/Article191,137,,,http://localhost/publications/journals/Journal6/1963
http://localhost/publications/articles/Journal6/1963/Article192,,,,http://localhost/publications/journals/Journal6/1963
http://localhost/publications/articles/Journal6/1963/Article193,134,,,http://localhost/publications/journals/Journal6/1963
