publication,type
http://localhost/publications/articles/Journal2/1952/Article51,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article52,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article53,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article54,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article55,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article56,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article57,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article58,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article59,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article60,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article61,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article62,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article63,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article64,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article65,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article66,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article67,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article68,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article69,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article70,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article71,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article72,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article73,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article74,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article75,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article77,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article79,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article81,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article83,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article85,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article1,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article2,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article3,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article4,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article5,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article6,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article7,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article8,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article9,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article10,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article11,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article12,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article13,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article14,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article15,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article16,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article17,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article18,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article19,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article20,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article21,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article22,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article23,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article24,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article25,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article26,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article27,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article28,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article29,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article30,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article31,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article32,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article33,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article34,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article35,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article36,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article37,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article38,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article39,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article40,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article41,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article42,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article43,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article44,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article45,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article46,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article47,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article48,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article49,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article50,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article51,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article52,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article53,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article54,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article55,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article56,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article57,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article58,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article59,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article60,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article61,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article62,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article63,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article64,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article65,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article66,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article67,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article68,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article69,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article70,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article71,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article72,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article73,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article74,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article75,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article76,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article77,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article78,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article79,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article80,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article81,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article82,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article83,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article84,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article85,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article86,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article87,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article88,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article89,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article90,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article91,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article92,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article93,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article94,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article95,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article96,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article1,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article2,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article3,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article4,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article5,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article6,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article7,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article8,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article9,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article10,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article11,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article12,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article13,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article14,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article15,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article16,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article17,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article18,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article19,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article20,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article21,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article22,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article23,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article24,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article25,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article26,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article27,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article28,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article29,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article30,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article106,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article31,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article32,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article33,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article34,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article35,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article36,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article37,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article38,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article39,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article40,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article41,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article42,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article43,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article44,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article45,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article46,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article47,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article48,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article49,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article50,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article51,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article52,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article53,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article54,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article55,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article56,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article57,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article58,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article59,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article60,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article61,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article62,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article63,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article107,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article64,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article65,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article66,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article67,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article68,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article69,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article70,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article71,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article72,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article73,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article74,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article75,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article76,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article77,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article78,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article79,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article80,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article81,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article82,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article83,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article85,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article86,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article87,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article88,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article89,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article90,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article91,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article92,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article93,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article94,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article95,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article96,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article97,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article98,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article99,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article100,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article101,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article102,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article103,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article104,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article105,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article108,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article1,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article2,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article3,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article4,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article5,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article6,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article7,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article8,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article9,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article10,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article11,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article12,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article13,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article14,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article15,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article16,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article17,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article18,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article19,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article20,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article21,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article22,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article23,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article24,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article25,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article26,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article27,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article28,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article29,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article30,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article31,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article32,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article33,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article34,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article35,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article36,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article37,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article38,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article39,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article40,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article41,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article42,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article43,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article44,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article45,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article46,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article47,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article48,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article49,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article50,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article51,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article52,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article53,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article54,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article55,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article56,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article57,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article58,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article59,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article60,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article61,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article62,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article63,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article64,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article65,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article66,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article67,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article68,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article69,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article70,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article71,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article72,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article73,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article74,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article75,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article76,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article77,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article78,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article79,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article80,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article81,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article82,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article83,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article84,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article85,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article86,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article87,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article88,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article89,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article90,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article91,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article92,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article93,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article94,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article95,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article96,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article97,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article98,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article99,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article100,http://localhost/vocabulary/bench/Article
