inproc,author,booktitle,title,proc,ee,page,url,yr,abstract
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding49,Mamoon Gehrmann,singed dictatorships apprehending,dictatorships mailwoman screws,Proceeding 2 (1959),http://www.allayment.tld/apprehending/mailwoman.html,62,http://www.apprehending.tld/screws/oilhole.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding50,Nostasia Gutzler,mailwoman oilhole misos,oilhole trampolinist astronautical,Proceeding 2 (1959),http://www.screws.tld/misos/trampolinist.html,110,http://www.misos.tld/astronautical/shapelier.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding50,Vasilii Crowl,mailwoman oilhole misos,oilhole trampolinist astronautical,Proceeding 2 (1959),http://www.screws.tld/misos/trampolinist.html,110,http://www.misos.tld/astronautical/shapelier.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding51,Agrippina Demirjian,trampolinist shapelier shapeless,shapelier nonliturgically amandine,Proceeding 2 (1959),http://www.astronautical.tld/shapeless/nonliturgically.html,36,http://www.shapeless.tld/amandine/beefcakes.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding52,Glikeriia Mushrush,nonliturgically beefcakes singlehandedly,beefcakes rectified mollifier,Proceeding 2 (1959),http://www.amandine.tld/singlehandedly/rectified.html,153,http://www.singlehandedly.tld/mollifier/mentally.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding54,Rosa Navor,swings strummed parker,strummed typewriting elasticity,Proceeding 2 (1959),http://www.dwarfed.tld/parker/typewriting.html,50,http://www.parker.tld/elasticity/freckling.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding54,lkisti Dayne,swings strummed parker,strummed typewriting elasticity,Proceeding 2 (1959),http://www.dwarfed.tld/parker/typewriting.html,50,http://www.parker.tld/elasticity/freckling.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding61,Miyako Moreida,foreordainments seacoasts cursedness,seacoasts autobus inhabitance,Proceeding 2 (1959),http://www.castrates.tld/cursedness/autobus.html,145,http://www.cursedness.tld/inhabitance/reigniting.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding63,Anier Boutot,glissades abbotcy disembody,abbotcy swaddled socked,Proceeding 2 (1959),http://www.farting.tld/disembody/swaddled.html,101,http://www.disembody.tld/socked/titlists.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding68,Fedon Ryburn,bridled depths saclike,depths rework plectra,Proceeding 2 (1959),http://www.failed.tld/saclike/rework.html,169,http://www.saclike.tld/plectra/forky.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding69,Ulises Falci,rework forky generational,forky lampoonists unluckiest,Proceeding 2 (1959),http://www.plectra.tld/generational/lampoonists.html,33,http://www.generational.tld/unluckiest/diazepam.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding71,Filips Dorvil,ostentation unclamps obfuscates,unclamps lallygags ombudsmen,Proceeding 2 (1959),http://www.slatted.tld/obfuscates/lallygags.html,16,http://www.obfuscates.tld/ombudsmen/carroming.html,1959,""
http://localhost/publications/inprocs/Proceeding2/1959/Inproceeding72,Choiwan Clontz,lallygags carroming syne,carroming conterminously concertizing,Proceeding 2 (1959),http://www.ombudsmen.tld/syne/conterminously.html,155,http://www.syne.tld/concertizing/banshees.html,1959,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding1,Turell Bormes,franking spectators lexicographic,spectators hogwash tacking,Proceeding 1 (1960),http://www.coheir.tld/lexicographic/hogwash.html,200,http://www.lexicographic.tld/tacking/sorriest.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding1,Paul Erdoes,franking spectators lexicographic,spectators hogwash tacking,Proceeding 1 (1960),http://www.coheir.tld/lexicographic/hogwash.html,200,http://www.lexicographic.tld/tacking/sorriest.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding7,Karolin Alborn,secrets deviation realizing,deviation muzhik outline,Proceeding 1 (1960),http://www.wagnerians.tld/realizing/muzhik.html,146,http://www.realizing.tld/outline/fatalistic.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding7,BwIch Stahlberg,secrets deviation realizing,deviation muzhik outline,Proceeding 1 (1960),http://www.wagnerians.tld/realizing/muzhik.html,146,http://www.realizing.tld/outline/fatalistic.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding7,Paul Erdoes,secrets deviation realizing,deviation muzhik outline,Proceeding 1 (1960),http://www.wagnerians.tld/realizing/muzhik.html,146,http://www.realizing.tld/outline/fatalistic.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding8,Lejla Torbett,muzhik fatalistic craves,fatalistic colorimetry umbels,Proceeding 1 (1960),http://www.outline.tld/craves/colorimetry.html,136,http://www.craves.tld/umbels/woodbins.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding8,Paul Erdoes,muzhik fatalistic craves,fatalistic colorimetry umbels,Proceeding 1 (1960),http://www.outline.tld/craves/colorimetry.html,136,http://www.craves.tld/umbels/woodbins.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding9,Laomedon Sotos,colorimetry woodbins unobliged,woodbins quints surefootedness,Proceeding 1 (1960),http://www.umbels.tld/unobliged/quints.html,101,http://www.unobliged.tld/surefootedness/forestalls.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding9,Falk Defoe,colorimetry woodbins unobliged,woodbins quints surefootedness,Proceeding 1 (1960),http://www.umbels.tld/unobliged/quints.html,101,http://www.unobliged.tld/surefootedness/forestalls.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding9,Paul Erdoes,colorimetry woodbins unobliged,woodbins quints surefootedness,Proceeding 1 (1960),http://www.umbels.tld/unobliged/quints.html,101,http://www.unobliged.tld/surefootedness/forestalls.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding11,Llesenia Mckusick,caparisoning disordering sepulture,disordering castigation windlass,Proceeding 1 (1960),http://www.inheritable.tld/sepulture/castigation.html,123,http://www.sepulture.tld/windlass/stuns.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding13,Koyo Friedrichsen,gallstones curacy hwy,curacy blasted vasectomized,Proceeding 1 (1960),http://www.suboffices.tld/hwy/blasted.html,85,http://www.hwy.tld/vasectomized/registrarship.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding16,Jivanta Quintania,imprecated overdependent dismounts,overdependent haltered holdups,Proceeding 1 (1960),http://www.plagiaristic.tld/dismounts/haltered.html,97,http://www.dismounts.tld/holdups/niobiums.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding16,Gruffyn Eschborn,imprecated overdependent dismounts,overdependent haltered holdups,Proceeding 1 (1960),http://www.plagiaristic.tld/dismounts/haltered.html,97,http://www.dismounts.tld/holdups/niobiums.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding17,Ursuel Eskind,haltered niobiums consensuses,niobiums surgically circumlocutory,Proceeding 1 (1960),http://www.holdups.tld/consensuses/surgically.html,185,http://www.consensuses.tld/circumlocutory/quarterfinalist.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding19,Alburg Pittillo,striates putdowns monitors,putdowns circumnavigating tautening,Proceeding 1 (1960),http://www.instigation.tld/monitors/circumnavigating.html,1,http://www.monitors.tld/tautening/peeler.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding20,Alburg Pittillo,circumnavigating peeler justers,peeler scourged reprimanded,Proceeding 1 (1960),http://www.tautening.tld/justers/scourged.html,80,http://www.justers.tld/reprimanded/nonplusses.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding21,Eumaeus Druvenga,scourged nonplusses demonstrationists,nonplusses unscrambled collaring,Proceeding 1 (1960),http://www.reprimanded.tld/demonstrationists/unscrambled.html,30,http://www.demonstrationists.tld/collaring/sulfurs.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding24,Lita Amacker,upchucking symblepharon nominees,symblepharon extinguished lectured,Proceeding 1 (1960),http://www.buggers.tld/nominees/extinguished.html,40,http://www.nominees.tld/lectured/perpetuates.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding25,Hunter Collums,extinguished perpetuates anglophilia,perpetuates beagle primordially,Proceeding 1 (1960),http://www.lectured.tld/anglophilia/beagle.html,103,http://www.anglophilia.tld/primordially/garments.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding26,Hunter Collums,beagle garments locations,garments dulcets treasurership,Proceeding 1 (1960),http://www.primordially.tld/locations/dulcets.html,112,http://www.locations.tld/treasurership/dearies.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding27,Fernanda Hokutan,dulcets dearies stylebooks,dearies numberings bridged,Proceeding 1 (1960),http://www.treasurership.tld/stylebooks/numberings.html,18,http://www.stylebooks.tld/bridged/weightily.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding27,Haarith Santheson,dulcets dearies stylebooks,dearies numberings bridged,Proceeding 1 (1960),http://www.treasurership.tld/stylebooks/numberings.html,18,http://www.stylebooks.tld/bridged/weightily.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding29,Fernanda Hokutan,stimulated naphthas halting,naphthas zoopathologies bedfellows,Proceeding 1 (1960),http://www.requiem.tld/halting/zoopathologies.html,176,http://www.halting.tld/bedfellows/sootily.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding30,Francisca Gofton,zoopathologies sootily smartingly,sootily programs fizzier,Proceeding 1 (1960),http://www.bedfellows.tld/smartingly/programs.html,35,http://www.smartingly.tld/fizzier/embars.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding32,Abbigale Ingold,thrived trouncers repudiated,trouncers cardiograph reintroduction,Proceeding 1 (1960),http://www.slumbery.tld/repudiated/cardiograph.html,90,http://www.repudiated.tld/reintroduction/stability.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding32,Annika Forson,thrived trouncers repudiated,trouncers cardiograph reintroduction,Proceeding 1 (1960),http://www.slumbery.tld/repudiated/cardiograph.html,90,http://www.repudiated.tld/reintroduction/stability.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding34,Zeno Scheppe,stridor wrongly blowiest,wrongly stipulated atropine,Proceeding 1 (1960),http://www.marrowbones.tld/blowiest/stipulated.html,25,http://www.blowiest.tld/atropine/resoluteness.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding34,Jedrus Logwood,stridor wrongly blowiest,wrongly stipulated atropine,Proceeding 1 (1960),http://www.marrowbones.tld/blowiest/stipulated.html,25,http://www.blowiest.tld/atropine/resoluteness.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding37,Meiji Ploeger,obsequiousness prickier koruna,prickier goldbugs destructible,Proceeding 1 (1960),http://www.probabilities.tld/koruna/goldbugs.html,42,http://www.koruna.tld/destructible/chinked.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding37,AbdurRahmaan Krumbein,obsequiousness prickier koruna,prickier goldbugs destructible,Proceeding 1 (1960),http://www.probabilities.tld/koruna/goldbugs.html,42,http://www.koruna.tld/destructible/chinked.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding40,Uliana Fanning,pensees limpidity agronomist,limpidity reneging neguses,Proceeding 1 (1960),http://www.generalizable.tld/agronomist/reneging.html,6,http://www.agronomist.tld/neguses/uprisers.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding41,Keisuke Jager,reneging uprisers insistence,uprisers assemblyman valence,Proceeding 1 (1960),http://www.neguses.tld/insistence/assemblyman.html,197,http://www.insistence.tld/valence/bingo.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding42,Orrel Farnum,assemblyman bingo navigation,bingo loveliness ytterbic,Proceeding 1 (1960),http://www.valence.tld/navigation/loveliness.html,197,http://www.navigation.tld/ytterbic/whapped.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding43,Jot Albert,loveliness whapped redeliver,whapped bedlamp biomasses,Proceeding 1 (1960),http://www.ytterbic.tld/redeliver/bedlamp.html,193,http://www.redeliver.tld/biomasses/specs.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding44,Perpetua Leyva,bedlamp specs meshing,specs distractibility synapsing,Proceeding 1 (1960),http://www.biomasses.tld/meshing/distractibility.html,36,http://www.meshing.tld/synapsing/appertains.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding44,Stratka Pinchon,bedlamp specs meshing,specs distractibility synapsing,Proceeding 1 (1960),http://www.biomasses.tld/meshing/distractibility.html,36,http://www.meshing.tld/synapsing/appertains.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding45,Lolita Henniger,distractibility appertains modester,appertains beaters statuting,Proceeding 1 (1960),http://www.synapsing.tld/modester/beaters.html,81,http://www.modester.tld/statuting/whiteout.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding46,Lucero Companie,beaters whiteout attractively,whiteout vower trounced,Proceeding 1 (1960),http://www.statuting.tld/attractively/vower.html,199,http://www.attractively.tld/trounced/astringed.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding47,Vitaliy Lineberger,vower astringed zeolite,astringed daredevils shadings,Proceeding 1 (1960),http://www.trounced.tld/zeolite/daredevils.html,72,http://www.zeolite.tld/shadings/disasters.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding48,Erick Gustison,daredevils disasters bovines,disasters swordfishes milles,Proceeding 1 (1960),http://www.shadings.tld/bovines/swordfishes.html,26,http://www.bovines.tld/milles/flunkers.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding49,Dionizy Rubison,swordfishes flunkers chased,flunkers psychokinesis sutural,Proceeding 1 (1960),http://www.milles.tld/chased/psychokinesis.html,87,http://www.chased.tld/sutural/skydived.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1960/Inproceeding49,Aintzane Lurry,swordfishes flunkers chased,flunkers psychokinesis sutural,Proceeding 1 (1960),http://www.milles.tld/chased/psychokinesis.html,87,http://www.chased.tld/sutural/skydived.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding51,Akinari Muston,reliquidation abandons overheating,abandons codefendant jesters,Proceeding 2 (1960),http://www.courtyards.tld/overheating/codefendant.html,174,http://www.overheating.tld/jesters/dowries.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding51,Naasiruddeen Knotowicz,reliquidation abandons overheating,abandons codefendant jesters,Proceeding 2 (1960),http://www.courtyards.tld/overheating/codefendant.html,174,http://www.overheating.tld/jesters/dowries.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding55,Daunte Marn,planetologists lunas chaffinch,lunas effusions deigning,Proceeding 2 (1960),http://www.graved.tld/chaffinch/effusions.html,98,http://www.chaffinch.tld/deigning/uniters.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding56,Ricki Alejo,effusions uniters unpaid,uniters ungratifying scandalize,Proceeding 2 (1960),http://www.deigning.tld/unpaid/ungratifying.html,148,http://www.unpaid.tld/scandalize/medicative.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding57,Desa Niez,ungratifying medicative presented,medicative officiation mashy,Proceeding 2 (1960),http://www.scandalize.tld/presented/officiation.html,132,http://www.presented.tld/mashy/resizing.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding60,Jin Demchok,mister tolerantly crimped,tolerantly ambitiously dilapidated,Proceeding 2 (1960),http://www.wiredrawn.tld/crimped/ambitiously.html,62,http://www.crimped.tld/dilapidated/ruralites.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding61,Pacho Stahlnecker,ambitiously ruralites phosphorous,ruralites fettucini evangelical,Proceeding 2 (1960),http://www.dilapidated.tld/phosphorous/fettucini.html,22,http://www.phosphorous.tld/evangelical/recharting.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding61,Yulya Thammavongsa,ambitiously ruralites phosphorous,ruralites fettucini evangelical,Proceeding 2 (1960),http://www.dilapidated.tld/phosphorous/fettucini.html,22,http://www.phosphorous.tld/evangelical/recharting.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding62,Fina Devary,fettucini recharting djellabas,recharting distortions absolutes,Proceeding 2 (1960),http://www.evangelical.tld/djellabas/distortions.html,122,http://www.djellabas.tld/absolutes/blasting.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding63,Leanna Marxen,distortions blasting ungenial,blasting rhetors nobleness,Proceeding 2 (1960),http://www.absolutes.tld/ungenial/rhetors.html,85,http://www.ungenial.tld/nobleness/rickrack.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding64,Giovana Theunissen,rhetors rickrack championship,rickrack jour hankerer,Proceeding 2 (1960),http://www.nobleness.tld/championship/jour.html,50,http://www.championship.tld/hankerer/erodes.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding66,Arata Soliani,boogers harrowers salaciousness,harrowers jeer recusator,Proceeding 2 (1960),http://www.boomier.tld/salaciousness/jeer.html,124,http://www.salaciousness.tld/recusator/hashishes.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding67,Gaia Coffen,jeer hashishes outshined,hashishes mindedly sawboneses,Proceeding 2 (1960),http://www.recusator.tld/outshined/mindedly.html,35,http://www.outshined.tld/sawboneses/fervors.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding68,Sebald Agre,mindedly fervors expectorates,fervors shedable relation,Proceeding 2 (1960),http://www.sawboneses.tld/expectorates/shedable.html,87,http://www.expectorates.tld/relation/rules.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding69,Donetta Crinklaw,shedable rules honeymooner,rules catalytically introspections,Proceeding 2 (1960),http://www.relation.tld/honeymooner/catalytically.html,185,http://www.honeymooner.tld/introspections/housekeepers.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding74,Absalom Pettitt,infold demotion relations,demotion acroliths soaked,Proceeding 2 (1960),http://www.carders.tld/relations/acroliths.html,"",http://www.relations.tld/soaked/revocations.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding77,Cynthiarose Pembleton,inlier umpteen tightrope,umpteen recliners tuning,Proceeding 2 (1960),http://www.toked.tld/tightrope/recliners.html,158,http://www.tightrope.tld/tuning/covets.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding82,Isak Lunford,semideserts tinny nonpartisans,tinny ophidians jadishly,Proceeding 2 (1960),http://www.decalcomanias.tld/nonpartisans/ophidians.html,"",http://www.nonpartisans.tld/jadishly/disfunction.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding82,Francis Petway,semideserts tinny nonpartisans,tinny ophidians jadishly,Proceeding 2 (1960),http://www.decalcomanias.tld/nonpartisans/ophidians.html,"",http://www.nonpartisans.tld/jadishly/disfunction.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding83,Kaylin Bettner,ophidians disfunction censurable,disfunction dopy demised,Proceeding 2 (1960),http://www.jadishly.tld/censurable/dopy.html,123,http://www.censurable.tld/demised/secreter.html,1960,""
http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding84,Eliazar Manner,dopy secreter hairsplitting,secreter sultrily irretrievably,Proceeding 2 (1960),http://www.demised.tld/hairsplitting/sultrily.html,173,http://www.hairsplitting.tld/irretrievably/unlink.html,1960,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding2,Lony Bahde,discases drizzles reigns,drizzles pragmatists squarest,Proceeding 1 (1961),http://www.disqualify.tld/reigns/pragmatists.html,129,http://www.reigns.tld/squarest/photoing.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding2,Paul Erdoes,discases drizzles reigns,drizzles pragmatists squarest,Proceeding 1 (1961),http://www.disqualify.tld/reigns/pragmatists.html,129,http://www.reigns.tld/squarest/photoing.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding4,Marjorie Ruggiere,unwinders midwived libertarianism,midwived chicaned recruiter,Proceeding 1 (1961),http://www.hypoergic.tld/libertarianism/chicaned.html,81,http://www.libertarianism.tld/recruiter/haemoglobin.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding4,Paul Erdoes,unwinders midwived libertarianism,midwived chicaned recruiter,Proceeding 1 (1961),http://www.hypoergic.tld/libertarianism/chicaned.html,81,http://www.libertarianism.tld/recruiter/haemoglobin.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding5,Marjorie Ruggiere,chicaned haemoglobin coiffeurs,haemoglobin yacks rakehells,Proceeding 1 (1961),http://www.recruiter.tld/coiffeurs/yacks.html,107,http://www.coiffeurs.tld/rakehells/retuning.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding5,Paul Erdoes,chicaned haemoglobin coiffeurs,haemoglobin yacks rakehells,Proceeding 1 (1961),http://www.recruiter.tld/coiffeurs/yacks.html,107,http://www.coiffeurs.tld/rakehells/retuning.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding6,Marjorie Ruggiere,yacks retuning dobies,retuning victuals multiplicands,Proceeding 1 (1961),http://www.rakehells.tld/dobies/victuals.html,77,http://www.dobies.tld/multiplicands/brambles.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding6,Paul Erdoes,yacks retuning dobies,retuning victuals multiplicands,Proceeding 1 (1961),http://www.rakehells.tld/dobies/victuals.html,77,http://www.dobies.tld/multiplicands/brambles.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding7,Mabel Gaito,victuals brambles triglyceride,brambles tenons antidepressants,Proceeding 1 (1961),http://www.multiplicands.tld/triglyceride/tenons.html,122,http://www.triglyceride.tld/antidepressants/inspectorate.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding7,Paul Erdoes,victuals brambles triglyceride,brambles tenons antidepressants,Proceeding 1 (1961),http://www.multiplicands.tld/triglyceride/tenons.html,122,http://www.triglyceride.tld/antidepressants/inspectorate.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding8,Yumako Reuer,tenons inspectorate unappeasable,inspectorate rucksack nephritises,Proceeding 1 (1961),http://www.antidepressants.tld/unappeasable/rucksack.html,169,http://www.unappeasable.tld/nephritises/payable.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding8,Mabel Gaito,tenons inspectorate unappeasable,inspectorate rucksack nephritises,Proceeding 1 (1961),http://www.antidepressants.tld/unappeasable/rucksack.html,169,http://www.unappeasable.tld/nephritises/payable.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding8,Paul Erdoes,tenons inspectorate unappeasable,inspectorate rucksack nephritises,Proceeding 1 (1961),http://www.antidepressants.tld/unappeasable/rucksack.html,169,http://www.unappeasable.tld/nephritises/payable.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding9,Mabel Gaito,rucksack payable voidableness,voidableness whists embodies,Proceeding 1 (1961),http://www.payable.tld/dissects/whists.html,62,http://www.dissects.tld/embodies/colorcast.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding9,Paul Erdoes,rucksack payable voidableness,voidableness whists embodies,Proceeding 1 (1961),http://www.payable.tld/dissects/whists.html,62,http://www.dissects.tld/embodies/colorcast.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding10,Yumako Reuer,whists colorcast gyrators,colorcast ductility chains,Proceeding 1 (1961),http://www.embodies.tld/gyrators/ductility.html,101,http://www.gyrators.tld/chains/redressed.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding10,Paul Erdoes,whists colorcast gyrators,colorcast ductility chains,Proceeding 1 (1961),http://www.embodies.tld/gyrators/ductility.html,101,http://www.gyrators.tld/chains/redressed.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding11,Yumako Reuer,ductility redressed weekends,redressed giggled membranaceous,Proceeding 1 (1961),http://www.chains.tld/weekends/giggled.html,45,http://www.weekends.tld/membranaceous/aphorizing.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding13,Aine Homsher,nondeliveries alloted orangeades,alloted deviled evoking,Proceeding 1 (1961),http://www.planking.tld/orangeades/deviled.html,57,http://www.orangeades.tld/evoking/emotionalism.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding16,Karyna Joyner,polarize resurveyed outyell,resurveyed freighters correctional,Proceeding 1 (1961),http://www.earwigged.tld/outyell/freighters.html,62,http://www.outyell.tld/correctional/cervine.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding16,Arlette Krzeminski,polarize resurveyed outyell,resurveyed freighters correctional,Proceeding 1 (1961),http://www.earwigged.tld/outyell/freighters.html,62,http://www.outyell.tld/correctional/cervine.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding17,Arlette Krzeminski,freighters cervine adulates,cervine sowable conceptive,Proceeding 1 (1961),http://www.correctional.tld/adulates/sowable.html,83,http://www.adulates.tld/conceptive/asteroids.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding22,Selianka Mansker,acrimonies horologies reconcilement,horologies wineskins decayer,Proceeding 1 (1961),http://www.amplest.tld/reconcilement/wineskins.html,92,http://www.reconcilement.tld/decayer/shipments.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding22,Sumie Stamdifer,acrimonies horologies reconcilement,horologies wineskins decayer,Proceeding 1 (1961),http://www.amplest.tld/reconcilement/wineskins.html,92,http://www.reconcilement.tld/decayer/shipments.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding23,Selianka Mansker,wineskins shipments momisms,shipments manger zoological,Proceeding 1 (1961),http://www.decayer.tld/momisms/manger.html,192,http://www.momisms.tld/zoological/polydactylism.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding24,Vanechka Tardiff,manger polydactylism damndest,polydactylism valuative lostness,Proceeding 1 (1961),http://www.zoological.tld/damndest/valuative.html,161,http://www.damndest.tld/lostness/teazeled.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding25,Vanechka Tardiff,valuative teazeled plutocracy,teazeled rajas paddocking,Proceeding 1 (1961),http://www.lostness.tld/plutocracy/rajas.html,136,http://www.plutocracy.tld/paddocking/throttler.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding26,Mayo Warsing,rajas throttler nonextraditable,throttler achiever fuchsias,Proceeding 1 (1961),http://www.paddocking.tld/nonextraditable/achiever.html,46,http://www.nonextraditable.tld/fuchsias/ritualization.html,1961,""
http://localhost/publications/inprocs/Proceeding1/1961/Inproceeding27,Mayo Warsing,achiever ritualization peroxides,ritualization handfasts toploftier,Proceeding 1 (1961),http://www.fuchsias.tld/peroxides/handfasts.html,97,http://www.peroxides.tld/toploftier/reemergence.html,1961,""
