yr,name,document
"",Hlne Cossell,http://localhost/publications/articles/Journal11/1966/Article413
1951,Sanaaa Yoneda,http://localhost/publications/incolls/1951/Incollection1
"",Olympia Devita,http://localhost/publications/articles/Journal8/1967/Article316
"",Madre Lippard,http://localhost/publications/articles/Journal6/1968/Article242
"",Lacricia Landrigan,http://localhost/publications/articles/Journal12/1968/Article496
"",Lacricia Landrigan,http://localhost/publications/articles/Journal2/1969/Article74
"",Adleta Maulsby,http://localhost/publications/articles/Journal9/1969/Article345
"",Iwona Goeman,http://localhost/publications/articles/Journal10/1969/Article383
"",Betta Hung,http://localhost/publications/articles/Journal16/1969/Article632
"",Bobbie Wynkoop,http://localhost/publications/articles/Journal16/1969/Article644
"",Padrig Murrin,http://localhost/publications/articles/Journal2/1970/Article83
"",Stanislov Pihlaja,http://localhost/publications/articles/Journal17/1970/Article589
"",Donatus Asad,http://localhost/publications/articles/Journal5/1971/Article170
"",Renea Arenstam,http://localhost/publications/articles/Journal7/1971/Article273
"",Eskame Hyson,http://localhost/publications/articles/Journal16/1971/Article627
"",Roka Clery,http://localhost/publications/articles/Journal17/1971/Article687
"",Zanita Monath,http://localhost/publications/articles/Journal19/1971/Article762
"",Meena Riegel,http://localhost/publications/articles/Journal1/1957/Article27
"",Maurus Shatek,http://localhost/publications/articles/Journal4/1958/Article123
"",Juliano Tijing,http://localhost/publications/articles/Journal3/1960/Article77
"",Juliano Tijing,http://localhost/publications/articles/Journal1/1961/Article16
"",Flaca Sodawasser,http://localhost/publications/articles/Journal1/1946/Article38
"",Inoue Mizzi,http://localhost/publications/articles/Journal5/1960/Article156
"",Anthony Row,http://localhost/publications/articles/Journal1/1947/Article16
"",Tran Andre,http://localhost/publications/articles/Journal3/1961/Article100
"",Akila Terlizzi,http://localhost/publications/articles/Journal1/1947/Article36
"",Akila Terlizzi,http://localhost/publications/articles/Journal1/1948/Article5
"",Narihari Grime,http://localhost/publications/articles/Journal1/1962/Article273
"",Birgit Mastrianna,http://localhost/publications/articles/Journal4/1962/Article93
"",Charly Ulseth,http://localhost/publications/articles/Journal5/1962/Article133
"",Immaculada Dicorcia,http://localhost/publications/articles/Journal5/1962/Article138
"",Chaya Montiel,http://localhost/publications/articles/Journal2/1963/Article51
"",Farda Swierczek,http://localhost/publications/articles/Journal6/1963/Article186
"",Dujuan Altum,http://localhost/publications/articles/Journal6/1963/Article189
"",Camella Emanuel,http://localhost/publications/articles/Journal8/1964/Article259
"",Charmayne Hewgley,http://localhost/publications/articles/Journal9/1964/Article334
"",Agatone Gilstrap,http://localhost/publications/articles/Journal6/1966/Article248
"",Micaela Ciubal,http://localhost/publications/articles/Journal8/1966/Article298
"",Zelotes Skelley,http://localhost/publications/articles/Journal10/1966/Article371
"",Erasmus Carpenter,http://localhost/publications/articles/Journal4/1968/Article131
"",Harshada Uzzo,http://localhost/publications/articles/Journal5/1968/Article178
"",Ksanochka Servin,http://localhost/publications/articles/Journal7/1968/Article267
"",Polovinova Meringolo,http://localhost/publications/articles/Journal7/1968/Article270
"",Jasia Briley,http://localhost/publications/articles/Journal10/1968/Article405
"",Kei Curry,http://localhost/publications/articles/Journal3/1969/Article123
"",Cordelia Veale,http://localhost/publications/articles/Journal12/1969/Article456
"",Khawla Chough,http://localhost/publications/articles/Journal14/1969/Article545
"",Kuznetsova Connington,http://localhost/publications/articles/Journal16/1969/Article618
"",Rutger Bly,http://localhost/publications/articles/Journal3/1970/Article112
"",Djamila Poncio,http://localhost/publications/articles/Journal5/1970/Article187
"",Aabid Poissant,http://localhost/publications/articles/Journal7/1970/Article242
"",Ninel Laminack,http://localhost/publications/articles/Journal11/1970/Article364
"",Prem Schwentker,http://localhost/publications/articles/Journal13/1970/Article443
1970,Bhanumati Liskiewicz,http://localhost/publications/inprocs/Proceeding9/1970/Inproceeding344
1970,Yoshe Jumonville,http://localhost/publications/inprocs/Proceeding9/1970/Inproceeding371
"",Babete Stockon,http://localhost/publications/articles/Journal19/1970/Article649
"",Tehlia Wyllie,http://localhost/publications/articles/Journal3/1971/Article123
"",Larena Stothart,http://localhost/publications/articles/Journal18/1971/Article694
"",Carma Alison,http://localhost/publications/articles/Journal18/1971/Article728
"",Brigida Mccaffrey,http://localhost/publications/articles/Journal5/1972/Article155
"",Yalgonata Trippett,http://localhost/publications/articles/Journal9/1972/Article282
"",Kuriana Feld,http://localhost/publications/articles/Journal3/1956/Article70
"",Camika Montilla,http://localhost/publications/articles/Journal2/1957/Article58
"",Baram Zenner,http://localhost/publications/articles/Journal1/1959/Article174
"",Mamika Blakstad,http://localhost/publications/articles/Journal4/1959/Article177
"",Marion Verdi,http://localhost/publications/articles/Journal1/1960/Article19
"",Devera Herandez,http://localhost/publications/articles/Journal1/1960/Article32
"",Kamba Tokarski,http://localhost/publications/articles/Journal2/1961/Article44
"",Guchol Fradette,http://localhost/publications/articles/Journal3/1961/Article101
"",Richlinde Aguado,http://localhost/publications/articles/Journal3/1962/Article88
"",Taamir Snoozy,http://localhost/publications/articles/Journal7/1962/Article218
"",Taamir Snoozy,http://localhost/publications/articles/Journal1/1963/Article29
"",Zachery Gahring,http://localhost/publications/articles/Journal3/1963/Article105
"",Zachery Gahring,http://localhost/publications/articles/Journal2/1964/Article30
"",Eisaku Haury,http://localhost/publications/articles/Journal5/1964/Article182
"",Bernadett Verhey,http://localhost/publications/articles/Journal4/1965/Article106
"",Michinaga Orear,http://localhost/publications/articles/Journal5/1965/Article166
"",Chester Norviel,http://localhost/publications/articles/Journal8/1965/Article284
"",Tsukasa Beerling,http://localhost/publications/articles/Journal10/1965/Article368
"",Tsukasa Beerling,http://localhost/publications/articles/Journal1/1966/Article41
"",Pankratius Spath,http://localhost/publications/articles/Journal3/1966/Article118
"",Hadeel Ceraos,http://localhost/publications/articles/Journal7/1966/Article272
"",Craddock Rudish,http://localhost/publications/articles/Journal7/1966/Article277
"",Tiari Canino,http://localhost/publications/articles/Journal5/1967/Article167
"",Gia Stonesifer,http://localhost/publications/articles/Journal1/1942/Article14
"",Marea Guerinot,http://localhost/publications/articles/Journal6/1967/Article204
"",Marea Guerinot,http://localhost/publications/articles/Journal1/1968/Article1
"",Bernharda Riese,http://localhost/publications/articles/Journal1/1952/Article19
"",Anette Wierenga,http://localhost/publications/articles/Journal12/1968/Article473
"",Cletus Rodreguez,http://localhost/publications/articles/Journal13/1968/Article527
"",Larissa Berends,http://localhost/publications/articles/Journal3/1969/Article104
"",Bilaal Zanchez,http://localhost/publications/articles/Journal4/1969/Article145
"",Emerentiana Mcever,http://localhost/publications/articles/Journal8/1969/Article304
"",Mufeeda Muncher,http://localhost/publications/articles/Journal13/1969/Article499
"",Yoriko Boot,http://localhost/publications/articles/Journal2/1953/Article66
"",Enrico Wanger,http://localhost/publications/articles/Journal11/1970/Article385
"",Rufio Guitard,http://localhost/publications/articles/Journal1/1943/Article20
"",Rufio Guitard,http://localhost/publications/articles/Journal1/1944/Article4
"",Iulianiia Lerno,http://localhost/publications/articles/Journal13/1970/Article723
"",Almuth Strefeler,http://localhost/publications/articles/Journal15/1970/Article517
"",Kea Croshaw,http://localhost/publications/articles/Journal2/1953/Article87
"",Kea Croshaw,http://localhost/publications/articles/Journal1/1954/Article7
"",Richikha Horoschak,http://localhost/publications/articles/Journal14/1971/Article555
"",Tetsuzan Vanblaricum,http://localhost/publications/articles/Journal5/1972/Article156
"",Placido Meaux,http://localhost/publications/articles/Journal8/1972/Article258
"",Trpena Tilman,http://localhost/publications/articles/Journal3/1956/Article97
"",Eijiro Majied,http://localhost/publications/articles/Journal3/1956/Article103
"",Dylan Mensen,http://localhost/publications/articles/Journal4/1956/Article130
"",Dylan Mensen,http://localhost/publications/articles/Journal1/1957/Article14
"",Pancho Rowold,http://localhost/publications/articles/Journal2/1958/Article34
"",Josiane Hodo,http://localhost/publications/articles/Journal2/1959/Article45
"",Boas Salimas,http://localhost/publications/articles/Journal4/1961/Article121
"",Bunjiro Thorstad,http://localhost/publications/articles/Journal3/1962/Article79
"",Josephina Idris,http://localhost/publications/articles/Journal4/1963/Article139
"",Kiraanna Scherping,http://localhost/publications/articles/Journal1/1950/Article9
"",Vuyane Hallstead,http://localhost/publications/articles/Journal5/1965/Article163
"",Wardell Drinkley,http://localhost/publications/articles/Journal10/1965/Article349
"",Jean Catacutan,http://localhost/publications/articles/Journal10/1965/Article379
"",Jean Catacutan,http://localhost/publications/articles/Journal1/1966/Article46
"",Casta Singco,http://localhost/publications/articles/Journal7/1966/Article276
"",Coralie Frasso,http://localhost/publications/articles/Journal7/1966/Article288
"",Cinamon Mahany,http://localhost/publications/articles/Journal9/1966/Article348
"",Bedwyr Wandrie,http://localhost/publications/articles/Journal4/1967/Article118
"",Mergivana Cattladge,http://localhost/publications/articles/Journal7/1968/Article259
"",Apostolos Munkberg,http://localhost/publications/articles/Journal9/1968/Article332
"",Shaitan Leonti,http://localhost/publications/articles/Journal14/1968/Article561
"",Ernfriede Dabe,http://localhost/publications/articles/Journal4/1969/Article156
"",NewyddIlyn Borchers,http://localhost/publications/articles/Journal2/1952/Article69
"",Osvaldo Evilsizor,http://localhost/publications/articles/Journal13/1969/Article497
"",Kammie Lipsky,http://localhost/publications/articles/Journal14/1969/Article509
"",Erotkritos Alamo,http://localhost/publications/articles/Journal1/1970/Article31
"",Ashna Strech,http://localhost/publications/articles/Journal2/1970/Article64
"",Stopolcha Starowicz,http://localhost/publications/articles/Journal2/1953/Article69
"",Keandre Romon,http://localhost/publications/articles/Journal12/1970/Article403
1970,Robbie Leuhring,http://localhost/publications/inprocs/Proceeding9/1970/Inproceeding363
"",Aaliya Frie,http://localhost/publications/articles/Journal5/1971/Article183
"",Brian Weismantle,http://localhost/publications/articles/Journal6/1971/Article237
"",Attial Hutcherson,http://localhost/publications/articles/Journal7/1971/Article268
"",Poladia Lemon,http://localhost/publications/articles/Journal9/1971/Article353
"",Poladia Lemon,http://localhost/publications/articles/Journal1/1972/Article24
"",Hamsini Blood,http://localhost/publications/articles/Journal12/1971/Article486
"",Ismad Kurylo,http://localhost/publications/articles/Journal16/1971/Article632
"",Scott Arviso,http://localhost/publications/articles/Journal19/1971/Article733
"",Wisaam Sermeno,http://localhost/publications/articles/Journal5/1972/Article153
"",Garret Scammon,http://localhost/publications/articles/Journal6/1972/Article897
"",Xalbador Parsens,http://localhost/publications/articles/Journal1/1960/Article9
"",Charlie Jung,http://localhost/publications/articles/Journal6/1960/Article174
"",Acheron Kothenbeutel,http://localhost/publications/articles/Journal4/1961/Article124
"",Betsy Angelovich,http://localhost/publications/articles/Journal1/1962/Article266
"",Sebastien Raymer,http://localhost/publications/articles/Journal7/1962/Article209
"",Sebastien Raymer,http://localhost/publications/articles/Journal1/1963/Article21
"",Gonnohyoe Poehler,http://localhost/publications/articles/Journal3/1963/Article93
"",Gonnohyoe Poehler,http://localhost/publications/articles/Journal1/1964/Article18
"",Candice Manlito,http://localhost/publications/articles/Journal4/1964/Article126
"",Jocelyn Skornik,http://localhost/publications/articles/Journal4/1964/Article130
"",Jocelyn Skornik,http://localhost/publications/articles/Journal1/1965/Article4
"",Cianna Kozar,http://localhost/publications/articles/Journal5/1964/Article184
"",Talyessin Stroede,http://localhost/publications/articles/Journal7/1964/Article224
"",Condela Brecheen,http://localhost/publications/articles/Journal8/1964/Article261
"",Deke Mirabelli,http://localhost/publications/articles/Journal2/1949/Article44
"",Gustav Kudley,http://localhost/publications/articles/Journal9/1964/Article303
"",Gita Sensmeier,http://localhost/publications/articles/Journal9/1964/Article323
"",Tayyiba Marcin,http://localhost/publications/articles/Journal6/1965/Article196
"",Morava Quartuccio,http://localhost/publications/articles/Journal6/1965/Article201
"",Narda Bayuk,http://localhost/publications/articles/Journal6/1965/Article228
"",Akio Verona,http://localhost/publications/articles/Journal6/1965/Article232
"",Melcia Schnieder,http://localhost/publications/articles/Journal9/1965/Article342
"",Melcia Schnieder,http://localhost/publications/articles/Journal1/1966/Article26
"",Sypovaia Wegmann,http://localhost/publications/articles/Journal2/1950/Article38
"",Koi Lownsbery,http://localhost/publications/articles/Journal3/1966/Article106
"",Klaus Klasinski,http://localhost/publications/articles/Journal9/1966/Article339
"",Asmita Giorgianni,http://localhost/publications/articles/Journal5/1967/Article166
"",Masu Valliant,http://localhost/publications/articles/Journal8/1967/Article298
"",DeAndra Serna,http://localhost/publications/articles/Journal9/1967/Article353
"",Saloma Cason,http://localhost/publications/articles/Journal12/1967/Article442
"",Awstin Knick,http://localhost/publications/articles/Journal3/1968/Article80
"",Tehani Donegan,http://localhost/publications/articles/Journal8/1968/Article322
"",Ariella Stebner,http://localhost/publications/articles/Journal11/1968/Article444
"",Melaina Mccandliss,http://localhost/publications/articles/Journal6/1969/Article218
"",Karla Oehmke,http://localhost/publications/articles/Journal10/1969/Article374
"",Matro Newell,http://localhost/publications/articles/Journal1/1953/Article2
"",Nao Brender,http://localhost/publications/articles/Journal12/1969/Article433
"",Ceria Bolich,http://localhost/publications/articles/Journal3/1970/Article119
"",Daniek Mcgurl,http://localhost/publications/articles/Journal4/1970/Article155
"",Gaelan Esmiol,http://localhost/publications/articles/Journal5/1970/Article184
1970,Renell Reho,http://localhost/publications/incolls/1970/Incollection2
"",Dulcie Piszczatowski,http://localhost/publications/articles/Journal9/1970/Article296
"",Dulcie Piszczatowski,http://localhost/publications/articles/Journal1/1971/Article21
"",Candience Reel,http://localhost/publications/articles/Journal10/1970/Article351
"",Candience Reel,http://localhost/publications/articles/Journal3/1971/Article80
"",Quansha Filteau,http://localhost/publications/articles/Journal13/1970/Article442
"",Georgio Finchman,http://localhost/publications/articles/Journal14/1970/Article486
"",Carevel Tardif,http://localhost/publications/articles/Journal2/1953/Article92
"",Carevel Tardif,http://localhost/publications/articles/Journal1/1954/Article14
"",Makrina Naomi,http://localhost/publications/articles/Journal15/1971/Article582
"",Kosaku Thevenin,http://localhost/publications/articles/Journal18/1971/Article698
"",Kharesa Auton,http://localhost/publications/articles/Journal19/1971/Article753
"",Ayushmati Appelgren,http://localhost/publications/articles/Journal3/1954/Article102
"",Kinaana Kodera,http://localhost/publications/articles/Journal1/1955/Article21
"",Muna Lastovica,http://localhost/publications/articles/Journal1/1955/Article29
"",Montrel Hadley,http://localhost/publications/articles/Journal2/1956/Article56
"",Montrel Hadley,http://localhost/publications/articles/Journal1/1957/Article20
"",Faustine Agriesti,http://localhost/publications/articles/Journal3/1956/Article84
"",Adamanta Schlitt,http://localhost/publications/articles/Journal1/1940/Article1
"",Godela Grafenstein,http://localhost/publications/articles/Journal3/1958/Article84
"",Filips Dorvil,http://localhost/publications/articles/Journal5/1958/Article167
"",DeJohn Simmions,http://localhost/publications/articles/Journal1/1960/Article28
"",Giovanny Schwemmer,http://localhost/publications/articles/Journal5/1961/Article148
"",Aldobrando Pellowski,http://localhost/publications/articles/Journal3/1962/Article85
"",Koji Gola,http://localhost/publications/articles/Journal4/1963/Article143
"",Lluvia Fanelle,http://localhost/publications/articles/Journal1/1964/Article16
"",Mihoko Sasportas,http://localhost/publications/articles/Journal7/1963/Article268
"",Prosdoka Witucki,http://localhost/publications/articles/Journal4/1964/Article340
"",Gabriela Mcclearen,http://localhost/publications/articles/Journal5/1964/Article175
"",Gabriela Mcclearen,http://localhost/publications/articles/Journal2/1965/Article55
"",Phyllis Minchew,http://localhost/publications/articles/Journal7/1964/Article238
"",MariaMagdalena Garafola,http://localhost/publications/articles/Journal7/1964/Article254
"",Badruddeen Blankenburg,http://localhost/publications/articles/Journal9/1964/Article309
"",Pirmin Goulart,http://localhost/publications/articles/Journal9/1964/Article322
"",Adrian Papetti,http://localhost/publications/articles/Journal5/1965/Article139
"",Benno Moelter,http://localhost/publications/articles/Journal5/1965/Article171
"",Kseniia Tiemann,http://localhost/publications/articles/Journal6/1965/Article188
"",Jaime Hasencamp,http://localhost/publications/articles/Journal1/1950/Article30
"",Winred Gyatso,http://localhost/publications/articles/Journal9/1965/Article307
"",Jennyfer Blackwell,http://localhost/publications/articles/Journal3/1967/Article116
"",Liuthild Acors,http://localhost/publications/articles/Journal4/1967/Article134
"",GIynn Blanko,http://localhost/publications/articles/Journal4/1967/Article144
"",Rodas Zymowski,http://localhost/publications/articles/Journal8/1967/Article294
"",Sarah Clubs,http://localhost/publications/articles/Journal8/1967/Article301
"",Isakova Bramasco,http://localhost/publications/articles/Journal12/1967/Article443
"",Evsegniia Baskind,http://localhost/publications/articles/Journal7/1968/Article285
"",Natacia Serrin,http://localhost/publications/articles/Journal11/1968/Article437
"",Natacia Serrin,http://localhost/publications/articles/Journal1/1969/Article45
"",Irmintraud Trester,http://localhost/publications/articles/Journal1/1970/Article42
"",Fidele Barden,http://localhost/publications/articles/Journal2/1970/Article74
"",Lucilla Timbs,http://localhost/publications/articles/Journal7/1970/Article232
"",Tsuramatsu Stiegman,http://localhost/publications/articles/Journal11/1970/Article382
"",Przemyslaw Motts,http://localhost/publications/articles/Journal14/1970/Article458
"",Jun Sichta,http://localhost/publications/articles/Journal19/1970/Article710
"",Konstantia Semen,http://localhost/publications/articles/Journal8/1971/Article321
"",Kantaro Tennant,http://localhost/publications/articles/Journal11/1971/Article445
"",Iau Tizon,http://localhost/publications/articles/Journal14/1971/Article571
"",Chrystyna Schlangen,http://localhost/publications/articles/Journal17/1971/Article661
"",Amadom Badoni,http://localhost/publications/articles/Journal2/1956/Article49
"",Agpios Bia,http://localhost/publications/articles/Journal1/1944/Article32
"",Agpios Bia,http://localhost/publications/articles/Journal1/1945/Article4
"",Arcadia Granade,http://localhost/publications/articles/Journal1/1945/Article21
"",Nakamaro Zinkievich,http://localhost/publications/articles/Journal5/1960/Article146
"",Honzo Graleski,http://localhost/publications/articles/Journal5/1960/Article148
"",Cantrice Lafond,http://localhost/publications/articles/Journal5/1960/Article214
"",Aindriu Spada,http://localhost/publications/articles/Journal4/1962/Article119
"",Zonda Pasanen,http://localhost/publications/articles/Journal7/1962/Article231
"",Zonda Pasanen,http://localhost/publications/articles/Journal2/1963/Article43
"",Susumu Nozum,http://localhost/publications/articles/Journal3/1964/Article89
"",Zorba Lira,http://localhost/publications/articles/Journal7/1964/Article232
"",Gwendolin Koroch,http://localhost/publications/articles/Journal9/1964/Article304
"",Leonilla Corria,http://localhost/publications/articles/Journal5/1965/Article186
"",Mundhir Hribal,http://localhost/publications/articles/Journal9/1965/Article341
"",Mundhir Hribal,http://localhost/publications/articles/Journal1/1966/Article25
"",Shuko Cassetty,http://localhost/publications/articles/Journal5/1966/Article168
"",Shuko Cassetty,http://localhost/publications/articles/Journal2/1967/Article41
"",Bemus Ridens,http://localhost/publications/articles/Journal5/1966/Article183
"",Bemus Ridens,http://localhost/publications/articles/Journal2/1967/Article56
"",Senon Nolin,http://localhost/publications/articles/Journal3/1967/Article76
"",Cleobis Leitten,http://localhost/publications/articles/Journal3/1967/Article108
"",Simone Jongsma,http://localhost/publications/articles/Journal8/1967/Article295
"",Janna Peer,http://localhost/publications/articles/Journal13/1967/Article495
"",Panfilova Raisor,http://localhost/publications/articles/Journal3/1968/Article92
"",Kerani Cocke,http://localhost/publications/articles/Journal3/1968/Article111
"",Kami Ignacio,http://localhost/publications/articles/Journal6/1968/Article256
"",Furqaan Ihenyen,http://localhost/publications/articles/Journal9/1968/Article326
"",Samuela Kurrie,http://localhost/publications/articles/Journal11/1968/Article439
"",Shigenaga Motamed,http://localhost/publications/articles/Journal9/1969/Article322
"",Alegria Henaire,http://localhost/publications/articles/Journal13/1969/Article479
"",Sovandara Kelm,http://localhost/publications/articles/Journal14/1969/Article546
"",Frederick Larabee,http://localhost/publications/articles/Journal1/1953/Article21
"",Lesley Staszak,http://localhost/publications/articles/Journal4/1970/Article132
"",Charlene Hoose,http://localhost/publications/articles/Journal8/1970/Article284
"",Charlene Hoose,http://localhost/publications/articles/Journal1/1971/Article7
"",Nasreen Solarzano,http://localhost/publications/articles/Journal10/1970/Article329
"",Nasreen Solarzano,http://localhost/publications/articles/Journal2/1971/Article53
"",Amada Stinehour,http://localhost/publications/articles/Journal10/1970/Article344
"",Amada Stinehour,http://localhost/publications/articles/Journal2/1971/Article71
1971,Radonia Sedita,http://localhost/publications/incolls/1971/Incollection3
"",Claudine Gramby,http://localhost/publications/articles/Journal8/1971/Article289
"",Anwir Graniela,http://localhost/publications/articles/Journal9/1971/Article376
"",Anwir Graniela,http://localhost/publications/articles/Journal2/1972/Article48
"",Krystal Farria,http://localhost/publications/articles/Journal3/1954/Article67
"",Luitgarda Littlewood,http://localhost/publications/articles/Journal17/1971/Article664
"",Moke Bolliger,http://localhost/publications/articles/Journal19/1971/Article766
"",Lili Atoe,http://localhost/publications/articles/Journal1/1955/Article28
"",Major Meza,http://localhost/publications/articles/Journal9/1972/Article273
"",Nawwaara Roary,http://localhost/publications/articles/Journal1/1955/Article37
"",Masia Kuitu,http://localhost/publications/articles/Journal3/1957/Article104
"",Despina Grahn,http://localhost/publications/articles/Journal2/1958/Article33
"",Haley Lotempio,http://localhost/publications/articles/Journal5/1959/Article149
"",Hudhaifa Bertagnoli,http://localhost/publications/articles/Journal3/1960/Article79
"",Hudhaifa Bertagnoli,http://localhost/publications/articles/Journal1/1961/Article17
"",Lillian Rehbein,http://localhost/publications/articles/Journal2/1961/Article42
"",BeliMawr Uhlich,http://localhost/publications/articles/Journal2/1961/Article70
"",Kulthum Liverance,http://localhost/publications/articles/Journal1/1948/Article23
"",Handy Ratajczak,http://localhost/publications/articles/Journal1/1948/Article25
"",Eileen Heick,http://localhost/publications/articles/Journal1/1949/Article2
"",Milika Pagoda,http://localhost/publications/articles/Journal3/1964/Article79
"",Rhobert Gillam,http://localhost/publications/articles/Journal5/1964/Article194
"",Rachelle Asano,http://localhost/publications/articles/Journal3/1965/Article393
"",Shigematsu Andrson,http://localhost/publications/articles/Journal12/1966/Article450
"",Autry Wischman,http://localhost/publications/articles/Journal3/1967/Article111
"",Josefina Coachman,http://localhost/publications/articles/Journal13/1967/Article497
"",Tulio Barbetta,http://localhost/publications/articles/Journal4/1968/Article135
"",Tameema Taback,http://localhost/publications/articles/Journal5/1968/Article187
"",Anuva Indest,http://localhost/publications/articles/Journal5/1968/Article195
"",Avdiushka Studebaker,http://localhost/publications/articles/Journal9/1968/Article372
"",Avdiushka Studebaker,http://localhost/publications/articles/Journal1/1969/Article10
"",Abigail Rahming,http://localhost/publications/articles/Journal11/1968/Article426
"",Abigail Rahming,http://localhost/publications/articles/Journal1/1969/Article38
"",Cadence Cudworth,http://localhost/publications/articles/Journal11/1968/Article451
"",Teos Sandvill,http://localhost/publications/articles/Journal12/1968/Article504
"",Wissa Pressey,http://localhost/publications/articles/Journal13/1968/Article511
"",Wissa Pressey,http://localhost/publications/articles/Journal3/1969/Article82
"",Agripina Mittlestadt,http://localhost/publications/articles/Journal9/1969/Article354
"",Aruni Goluba,http://localhost/publications/articles/Journal13/1969/Article463
"",Saadiq Cianchetti,http://localhost/publications/articles/Journal15/1969/Article580
"",Jessenia Fleischhacker,http://localhost/publications/articles/Journal16/1969/Article634
"",Layton Palacois,http://localhost/publications/articles/Journal7/1970/Article250
"",Carne Luczynski,http://localhost/publications/articles/Journal8/1970/Article274
"",Etor Smolski,http://localhost/publications/articles/Journal8/1970/Article290
"",Etor Smolski,http://localhost/publications/articles/Journal1/1971/Article15
"",Hakuseki Koob,http://localhost/publications/articles/Journal10/1970/Article330
"",Hakuseki Koob,http://localhost/publications/articles/Journal2/1971/Article54
"",Lucie Kieke,http://localhost/publications/articles/Journal14/1970/Article686
"",Bonifacy Ausiello,http://localhost/publications/articles/Journal18/1970/Article601
"",Grigorevna Wiegard,http://localhost/publications/articles/Journal19/1970/Article650
1971,Marzooq Zollman,http://localhost/publications/books/1971/Book1
"",Rifqa Murrie,http://localhost/publications/articles/Journal19/1971/Article740
"",Cinnia Basich,http://localhost/publications/articles/Journal3/1956/Article112
"",Cinnia Basich,http://localhost/publications/articles/Journal1/1957/Article4
"",Eytan Dirth,http://localhost/publications/articles/Journal4/1956/Article126
"",Eytan Dirth,http://localhost/publications/articles/Journal1/1957/Article12
"",Grant Melius,http://localhost/publications/articles/Journal3/1957/Article73
"",Grant Melius,http://localhost/publications/articles/Journal1/1958/Article15
"",Anandita Hymer,http://localhost/publications/articles/Journal4/1957/Article125
"",Lashawna Luague,http://localhost/publications/articles/Journal2/1958/Article48
"",Jin Demchok,http://localhost/publications/articles/Journal1/1959/Article164
"",Akinari Muston,http://localhost/publications/articles/Journal5/1959/Article144
"",Lunetta Cathie,http://localhost/publications/articles/Journal1/1960/Article23
"",Gebharde Host,http://localhost/publications/articles/Journal3/1960/Article71
"",Gebharde Host,http://localhost/publications/articles/Journal1/1961/Article14
"",Gananiia Galanga,http://localhost/publications/articles/Journal2/1961/Article227
"",Esequiel Padillia,http://localhost/publications/articles/Journal5/1963/Article172
"",Xylia Rogosky,http://localhost/publications/articles/Journal6/1963/Article223
"",Mora Christofferse,http://localhost/publications/articles/Journal2/1949/Article34
"",Yasunobu Portera,http://localhost/publications/articles/Journal4/1965/Article129
"",Ragnara Pote,http://localhost/publications/articles/Journal9/1965/Article338
"",Jubair Maze,http://localhost/publications/articles/Journal10/1965/Article364
"",Jubair Maze,http://localhost/publications/articles/Journal1/1966/Article40
"",Predslava Abkemeier,http://localhost/publications/articles/Journal10/1965/Article400
"",Emmanuel Stpeters,http://localhost/publications/articles/Journal6/1966/Article230
"",Ekta Jarnagin,http://localhost/publications/articles/Journal8/1966/Article300
"",Francisco Feighner,http://localhost/publications/articles/Journal2/1951/Article59
"",Francisco Feighner,http://localhost/publications/articles/Journal1/1952/Article8
"",Adrastos Tafolla,http://localhost/publications/articles/Journal2/1968/Article67
"",Jakoba Bueche,http://localhost/publications/articles/Journal2/1951/Article67
"",Grady Towery,http://localhost/publications/articles/Journal11/1968/Article447
"",Muriel Carthon,http://localhost/publications/articles/Journal12/1968/Article483
"",Kuntse Darvin,http://localhost/publications/articles/Journal16/1969/Article597
"",Neola Crismond,http://localhost/publications/articles/Journal16/1969/Article623
"",Winand Poulton,http://localhost/publications/articles/Journal1/1953/Article37
"",Aiman Capristo,http://localhost/publications/articles/Journal3/1970/Article90
"",Korotsek Baltzell,http://localhost/publications/articles/Journal1/1953/Article44
"",Simonne Micheal,http://localhost/publications/articles/Journal4/1970/Article146
"",Pablo Nedbalek,http://localhost/publications/articles/Journal14/1970/Article468
"",Geeske Songy,http://localhost/publications/articles/Journal9/1971/Article375
"",Geeske Songy,http://localhost/publications/articles/Journal2/1972/Article47
"",TaLisa Benham,http://localhost/publications/articles/Journal10/1971/Article405
"",TaLisa Benham,http://localhost/publications/articles/Journal3/1972/Article74
"",Naseem Gleckler,http://localhost/publications/articles/Journal12/1971/Article454
"",Tomas Abbay,http://localhost/publications/articles/Journal12/1971/Article457
"",loise Bonilla,http://localhost/publications/articles/Journal18/1971/Article704
"",Shedra Postlewait,http://localhost/publications/articles/Journal4/1972/Article104
"",Olaf Mallacara,http://localhost/publications/articles/Journal2/1955/Article63
"",Phineas Schubach,http://localhost/publications/articles/Journal3/1957/Article77
"",Phineas Schubach,http://localhost/publications/articles/Journal1/1958/Article18
"",Daeshona Hives,http://localhost/publications/articles/Journal3/1958/Article76
"",Daeshona Hives,http://localhost/publications/articles/Journal1/1959/Article15
"",Landon Cahan,http://localhost/publications/articles/Journal3/1959/Article103
"",Muifa Emick,http://localhost/publications/articles/Journal1/1960/Article25
1960,Kaylin Bettner,http://localhost/publications/inprocs/Proceeding2/1960/Inproceeding83
"",Giuseppe Zerzan,http://localhost/publications/articles/Journal6/1960/Article173
"",Akuro Gleaton,http://localhost/publications/articles/Journal2/1962/Article51
"",Gundula Kinloch,http://localhost/publications/articles/Journal3/1962/Article268
"",Evgenia Wiglesworth,http://localhost/publications/articles/Journal4/1962/Article104
